"n°","n°of","n° palette","diamètre intérieure (mm)","diamètre extérieure (mm)","longueur  (mm)","validation géométrie (x)","flat crush (kn)","humidité (_)","valeurstemp","date et heure d_importation","trial198"
34213,"40445","4",NULL,NULL,"1454",NULL,NULL,NULL,NULL,"2005-02-07 12:34:02","T"
34214,"40445","4","50.1","60.16","1453","1",NULL,NULL,NULL,"2005-02-07 12:34:02","T"
34215,"1",NULL,"1.1","1.1","1.1",NULL,NULL,NULL,NULL,"2005-02-07 12:34:03","T"
34216,"40490E",NULL,NULL,NULL,NULL,NULL,"3.452","6.9",NULL,"2005-02-07 13:20:25","T"
34217,"40490",NULL,NULL,NULL,NULL,NULL,"3.475","6.94",NULL,"2005-02-07 13:26:53","T"
34218,"40490",NULL,NULL,NULL,NULL,NULL,"3.611","6.98",NULL,"2005-02-07 13:26:56","T"
34219,"40490",NULL,NULL,NULL,NULL,NULL,"3.456","6.86",NULL,"2005-02-07 13:26:58","T"
34220,"40490",NULL,NULL,NULL,NULL,NULL,"3.342","6.95",NULL,"2005-02-07 13:27:00","T"
34221,"40490",NULL,NULL,NULL,NULL,NULL,"3.383","6.88",NULL,"2005-02-07 13:27:02","T"
34222,"40490",NULL,NULL,NULL,NULL,NULL,"3.176","6.94",NULL,"2005-02-07 13:27:04","T"
34223,"40352",NULL,NULL,NULL,NULL,NULL,"0.475","9.33",NULL,"2005-02-08 06:26:32","T"
34224,"40352",NULL,NULL,NULL,NULL,NULL,"0.498",NULL,NULL,"2005-02-08 06:26:39","T"
34225,"40490","1",NULL,NULL,"8808","1",NULL,NULL,NULL,"2005-02-08 06:57:42","T"
34226,"40490","1",NULL,NULL,"8813",NULL,NULL,NULL,NULL,"2005-02-08 06:57:42","T"
34227,"40490","1","76.3","106.53","8810",NULL,NULL,NULL,NULL,"2005-02-08 06:57:43","T"
34228,"40490","2",NULL,NULL,"8810","1",NULL,NULL,NULL,"2005-02-08 06:57:43","T"
34229,"40490","2",NULL,NULL,"8814",NULL,NULL,NULL,NULL,"2005-02-08 06:57:43","T"
34230,"40490","2","76.3","106.55","8810",NULL,NULL,NULL,NULL,"2005-02-08 06:57:44","T"
34231,"40490","3",NULL,NULL,"8810","1",NULL,NULL,NULL,"2005-02-08 06:57:44","T"
34232,"40490","3",NULL,NULL,"8814",NULL,NULL,NULL,NULL,"2005-02-08 06:57:44","T"
34233,"40490","3","76.3","106.35","8810",NULL,NULL,NULL,NULL,"2005-02-08 06:57:44","T"
34234,"40490","4",NULL,NULL,"8811","1",NULL,NULL,NULL,"2005-02-08 06:57:45","T"
34235,"40490","4",NULL,NULL,"8813",NULL,NULL,NULL,NULL,"2005-02-08 06:57:45","T"
34236,"40490","4","76.3","106.33","8808",NULL,NULL,NULL,NULL,"2005-02-08 06:57:45","T"
34237,"40490","5",NULL,NULL,"8806","1",NULL,NULL,NULL,"2005-02-08 06:57:46","T"
34238,"40490","5",NULL,NULL,"8811",NULL,NULL,NULL,NULL,"2005-02-08 06:57:46","T"
34239,"40490","5","76.3","106.25","8810",NULL,NULL,NULL,NULL,"2005-02-08 06:57:46","T"
34240,"40490","6",NULL,NULL,"8808","1",NULL,NULL,NULL,"2005-02-08 06:57:47","T"
34241,"40490","6",NULL,NULL,"8812",NULL,NULL,NULL,NULL,"2005-02-08 06:57:47","T"
34242,"40490","6","76.3","105.9","8809",NULL,NULL,NULL,NULL,"2005-02-08 06:57:47","T"
34243,"40352",NULL,"128.4","140.26","5228","1",NULL,NULL,NULL,"2005-02-08 06:57:48","T"
34244,"40352",NULL,NULL,NULL,"5228",NULL,NULL,NULL,NULL,"2005-02-08 06:57:48","T"
34245,"40352",NULL,"128.3","140.71","5228","1",NULL,NULL,NULL,"2005-02-08 06:57:48","T"
34246,"40352",NULL,NULL,NULL,"5228",NULL,NULL,NULL,NULL,"2005-02-08 06:57:48","T"
34247,"40352",NULL,"128.4","139.94","5228","1",NULL,NULL,NULL,"2005-02-08 06:57:49","T"
34248,"40352",NULL,NULL,NULL,"5228",NULL,NULL,NULL,NULL,"2005-02-08 06:57:49","T"
34249,"40352",NULL,"128.4","140.07","5228","1",NULL,NULL,NULL,"2005-02-08 06:57:49","T"
34250,"40352",NULL,NULL,NULL,"5228",NULL,NULL,NULL,NULL,"2005-02-08 06:57:50","T"
34251,"40352",NULL,"128.3","140.55","5228","1",NULL,NULL,NULL,"2005-02-08 06:57:50","T"
34252,"40352",NULL,NULL,NULL,"5228",NULL,NULL,NULL,NULL,"2005-02-08 06:57:50","T"
34253,"40352",NULL,"128.4","140.06","5228","1",NULL,NULL,NULL,"2005-02-08 06:57:50","T"
34254,"1",NULL,"1.1","1.1","1.1",NULL,NULL,NULL,NULL,"2005-02-08 06:57:51","T"
34255,"40335",NULL,NULL,NULL,NULL,NULL,"2.121","7.28",NULL,"2005-02-08 12:18:33","T"
34256,"40335",NULL,NULL,NULL,NULL,NULL,"2.024",NULL,NULL,"2005-02-08 12:19:38","T"
34257,"40442",NULL,NULL,NULL,NULL,NULL,"2.707",NULL,NULL,"2005-02-08 12:22:46","T"
34258,"40442",NULL,NULL,NULL,NULL,NULL,"2.984","7.74",NULL,"2005-02-08 12:23:38","T"
34259,"40443",NULL,NULL,NULL,NULL,NULL,"2.965",NULL,NULL,"2005-02-08 12:26:01","T"
34260,"40443",NULL,NULL,NULL,NULL,NULL,"3.027","7.78",NULL,"2005-02-08 12:26:38","T"
34261,"40432",NULL,NULL,NULL,NULL,NULL,"1.872",NULL,NULL,"2005-02-08 12:30:53","T"
34262,"40432",NULL,NULL,NULL,NULL,NULL,"1.907","7.44",NULL,"2005-02-08 12:30:57","T"
34263,"40439",NULL,NULL,NULL,NULL,NULL,"1.32",NULL,NULL,"2005-02-08 12:34:40","T"
34264,"40439",NULL,NULL,NULL,NULL,NULL,"1.289","9.17",NULL,"2005-02-08 12:34:42","T"
34265,"40512",NULL,NULL,NULL,NULL,NULL,"0.312",NULL,NULL,"2005-02-08 12:37:54","T"
34266,"40512",NULL,NULL,NULL,NULL,NULL,"0.28","7.74",NULL,"2005-02-08 12:37:57","T"
34300,"1","50","1.1","1.1","1.1",NULL,NULL,NULL,NULL,"2005-02-08 13:12:53","T"
34301,"40351","50",NULL,NULL,"5212",NULL,NULL,NULL,NULL,"2005-02-08 13:25:55","T"
34302,"40351","50","128.4","144","5212","1",NULL,NULL,NULL,"2005-02-08 13:25:55","T"
34303,"40351","50",NULL,NULL,"5216",NULL,NULL,NULL,NULL,"2005-02-08 13:25:56","T"
34304,"40351","50","128.4","143.8","5214","1",NULL,NULL,NULL,"2005-02-08 13:25:56","T"
34305,"40351","50",NULL,NULL,"5212",NULL,NULL,NULL,NULL,"2005-02-08 13:25:56","T"
34306,"40351","50","128.4","144.12","5216","1",NULL,NULL,NULL,"2005-02-08 13:25:57","T"
34307,"40352","50","128.4","139.75","5228","1",NULL,NULL,NULL,"2005-02-08 13:25:57","T"
34308,"40352","50",NULL,NULL,"5228",NULL,NULL,NULL,NULL,"2005-02-08 13:25:57","T"
34309,"40352","50","128.5","139.88","5228","1",NULL,NULL,NULL,"2005-02-08 13:25:58","T"
34310,"40352","50",NULL,NULL,"5228",NULL,NULL,NULL,NULL,"2005-02-08 13:25:58","T"
34311,"40352","50","128.5","140","5228","1",NULL,NULL,NULL,"2005-02-08 13:25:58","T"
34312,"40367","50","128.7","140.04","4528","1",NULL,NULL,NULL,"2005-02-08 13:25:59","T"
34313,"40367","50",NULL,NULL,"4528",NULL,NULL,NULL,NULL,"2005-02-08 13:25:59","T"
34314,"40367","50","128.6","140","4528","1",NULL,NULL,NULL,"2005-02-08 13:25:59","T"
34315,"40367","50",NULL,NULL,"4528",NULL,NULL,NULL,NULL,"2005-02-08 13:26:00","T"
34316,"40367","50","128.5","140.06","4528","1",NULL,NULL,NULL,"2005-02-08 13:26:00","T"
34317,"40367","50",NULL,NULL,"4528",NULL,NULL,NULL,NULL,"2005-02-08 13:26:00","T"
34318,"40367","50","128.5","140.11","4528","1",NULL,NULL,NULL,"2005-02-08 13:26:01","T"
34319,"40367","50",NULL,NULL,"4528",NULL,NULL,NULL,NULL,"2005-02-08 13:26:01","T"
34320,"40367","50","128.5","139.81","4528","1",NULL,NULL,NULL,"2005-02-08 13:26:01","T"
34321,"40349","50","128.3","139.67","4520","1",NULL,NULL,NULL,"2005-02-08 13:26:01","T"
34322,"39974","50","128.6","140.12","4523","1",NULL,NULL,NULL,"2005-02-08 13:26:02","T"
34323,"40348","50",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:02","T"
34324,"40348","50",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:02","T"
34325,"40348","50","150.9","173.83","1000","1",NULL,NULL,NULL,"2005-02-08 13:26:03","T"
34326,"40348","61",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2005-02-08 13:26:03","T"
34327,"40348","61",NULL,NULL,"999",NULL,NULL,NULL,NULL,"2005-02-08 13:26:03","T"
34328,"40348","61","150.9","173.53","999","1",NULL,NULL,NULL,"2005-02-08 13:26:04","T"
34329,"40348","53",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2005-02-08 13:26:04","T"
34330,"40348","53",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2005-02-08 13:26:04","T"
34331,"40348","53","151","173.96","1001","1",NULL,NULL,NULL,"2005-02-08 13:26:05","T"
34332,"40348","59",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2005-02-08 13:26:05","T"
34333,"40348","59",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2005-02-08 13:26:05","T"
34334,"40348","59","151","173.7","1001","1",NULL,NULL,NULL,"2005-02-08 13:26:06","T"
34335,"40348","60",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:06","T"
34336,"40348","60",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:06","T"
34337,"40348","60","151","173.72","1000","1",NULL,NULL,NULL,"2005-02-08 13:26:07","T"
34338,"40348","49",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2005-02-08 13:26:07","T"
34339,"40348","49",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2005-02-08 13:26:07","T"
34340,"40348","49","150.9","174.07","1000","1",NULL,NULL,NULL,"2005-02-08 13:26:07","T"
34341,"40348","62",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2005-02-08 13:26:08","T"
34342,"40348","62",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:08","T"
34343,"40348","62","151","173.81","1000","1",NULL,NULL,NULL,"2005-02-08 13:26:08","T"
34344,"40348","65",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:09","T"
34345,"40348","65",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:09","T"
34346,"40348","65","150.9","173.52","1000","1",NULL,NULL,NULL,"2005-02-08 13:26:09","T"
34347,"40348","52",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2005-02-08 13:26:10","T"
34348,"40348","52",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2005-02-08 13:26:10","T"
34349,"40348","52","150.9","174.17","1003","1",NULL,NULL,NULL,"2005-02-08 13:26:10","T"
34350,"40348","57",NULL,NULL,"1002",NULL,NULL,NULL,NULL,"2005-02-08 13:26:11","T"
34351,"40348","57",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:11","T"
34352,"40348","57","151","173.65","1000","1",NULL,NULL,NULL,"2005-02-08 13:26:11","T"
34353,"40348","58",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2005-02-08 13:26:12","T"
34354,"40348","58",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:12","T"
34355,"40348","58","150.9","173.56","1000","1",NULL,NULL,NULL,"2005-02-08 13:26:12","T"
34356,"40348","47",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2005-02-08 13:26:12","T"
34357,"40348","47",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2005-02-08 13:26:13","T"
34358,"40348","47","150.9","173.53","1000","1",NULL,NULL,NULL,"2005-02-08 13:26:13","T"
34359,"40348","48",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:13","T"
34360,"40348","48",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:14","T"
34361,"40348","48","150.9","173.52","1000","1",NULL,NULL,NULL,"2005-02-08 13:26:14","T"
34362,"40348","51",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:14","T"
34363,"40348","51",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:15","T"
34364,"40348","51","150.9","173.8","1000","1",NULL,NULL,NULL,"2005-02-08 13:26:15","T"
34365,"40348","54",NULL,NULL,"1001",NULL,NULL,NULL,NULL,"2005-02-08 13:26:15","T"
34366,"40348","54",NULL,NULL,"1000",NULL,NULL,NULL,NULL,"2005-02-08 13:26:16","T"
34367,"40348","54","150.9","173.92","1000","1",NULL,NULL,NULL,"2005-02-08 13:26:16","T"
34368,"40432","3",NULL,NULL,"1864",NULL,NULL,NULL,NULL,"2005-02-08 13:26:16","T"
34369,"40432","3",NULL,NULL,"1866",NULL,NULL,NULL,NULL,"2005-02-08 13:26:17","T"
34370,"40432","3","150.6","178.73","1865","1",NULL,NULL,NULL,"2005-02-08 13:26:17","T"
34371,"40432","1",NULL,NULL,"1866",NULL,NULL,NULL,NULL,"2005-02-08 13:26:17","T"
34372,"40432","1",NULL,NULL,"1867",NULL,NULL,NULL,NULL,"2005-02-08 13:26:18","T"
34373,"40432","1","150.6","178.7","1866","1",NULL,NULL,NULL,"2005-02-08 13:26:18","T"
34374,"40432","2",NULL,NULL,"1864",NULL,NULL,NULL,NULL,"2005-02-08 13:26:18","T"
34375,"40432","2",NULL,NULL,"1867",NULL,NULL,NULL,NULL,"2005-02-08 13:26:18","T"
34376,"40432","2","150.7","178.99","1866","1",NULL,NULL,NULL,"2005-02-08 13:26:19","T"
34377,"40432","4",NULL,NULL,"1864",NULL,NULL,NULL,NULL,"2005-02-08 13:26:19","T"
34378,"40432","4",NULL,NULL,"1866",NULL,NULL,NULL,NULL,"2005-02-08 13:26:19","T"
34379,"40432","4","150.6","178.76","1865","1",NULL,NULL,NULL,"2005-02-08 13:26:20","T"
34380,"40443","5",NULL,NULL,"2066",NULL,NULL,NULL,NULL,"2005-02-08 13:26:20","T"
