"n°","n°of","n° palette","diamètre intérieure (mm)","diamètre extérieure (mm)","longueur  (mm)","validation géométrie (x)","flat crush (kn)","humidité (_)","valeurstemp","date et heure d_importation","trial198"
2840,"38155","2",NULL,NULL,"2152",NULL,NULL,NULL,NULL,NULL,"T"
2841,"38155","2",NULL,NULL,"2153",NULL,NULL,NULL,NULL,NULL,"T"
2842,"38155","2","77.3","103.51","2152","1",NULL,NULL,NULL,NULL,"T"
2843,"38155","2",NULL,NULL,"2151",NULL,NULL,NULL,NULL,NULL,"T"
2844,"38155","2",NULL,NULL,"2152",NULL,NULL,NULL,NULL,NULL,"T"
2845,"38155","2","77.4","103.62","2151","1",NULL,NULL,NULL,NULL,"T"
2846,"38354","2",NULL,NULL,"1383",NULL,NULL,NULL,NULL,NULL,"T"
2847,"38354","2",NULL,NULL,"1384",NULL,NULL,NULL,NULL,NULL,"T"
2848,"38354","2","128.4","140.18","1384","1",NULL,NULL,NULL,NULL,"T"
2849,"38354","3",NULL,NULL,"1384",NULL,NULL,NULL,NULL,NULL,"T"
2850,"38354","3",NULL,NULL,"1384",NULL,NULL,NULL,NULL,NULL,"T"
2851,"38354","3","128.4","140.58","1383","1",NULL,NULL,NULL,NULL,"T"
2852,"38354","1",NULL,NULL,"1385",NULL,NULL,NULL,NULL,NULL,"T"
2853,"38354","1",NULL,NULL,"1385",NULL,NULL,NULL,NULL,NULL,"T"
2854,"38354","1","128.4","140.1","1383","1",NULL,NULL,NULL,NULL,"T"
2855,"38356","1",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2856,"38356","1",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2857,"38356","1","76.6","90.54","2015","1",NULL,NULL,NULL,NULL,"T"
2858,"38356","7",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2859,"38356","7",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2860,"38356","7","76.5","90.57","2015","1",NULL,NULL,NULL,NULL,"T"
2861,"38356","4",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2862,"38356","4",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2863,"38356","4","76.6","90.64","2015","1",NULL,NULL,NULL,NULL,"T"
2864,"38356","5",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2865,"38356","5",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2866,"38356","5","76.6","90.49","2015","1",NULL,NULL,NULL,NULL,"T"
2867,"38356","2",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2868,"38356","2",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2869,"38356","2","76.5","90.46","2015","1",NULL,NULL,NULL,NULL,"T"
2870,"38356","3",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2871,"38356","3",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2872,"38356","3","76.6","90.68","2015","1",NULL,NULL,NULL,NULL,"T"
2873,"38355","2",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2874,"38355","2",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2875,"38355","2","76.6","106.04","2015","1",NULL,NULL,NULL,NULL,"T"
2876,"38355","3",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2877,"38355","3",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2878,"38355","3","76.6","106.29","2015","1",NULL,NULL,NULL,NULL,"T"
2879,"38355","1",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2880,"38355","1",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2881,"38355","1","76.5","106.26","2015","1",NULL,NULL,NULL,NULL,"T"
2882,"38356","9",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2883,"38356","9",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2884,"38356","9","76.6","90.62","2015","1",NULL,NULL,NULL,NULL,"T"
2885,"38356","8",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2886,"38356","8",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2887,"38356","8","76.5","90.64","2015","1",NULL,NULL,NULL,NULL,"T"
2888,"38356","6",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2889,"38356","6",NULL,NULL,"2015",NULL,NULL,NULL,NULL,NULL,"T"
2890,"38356","6","76.5","90.73","2015","1",NULL,NULL,NULL,NULL,"T"
2891,"38222","8",NULL,NULL,"8628",NULL,NULL,NULL,NULL,NULL,"T"
2892,"38222","8",NULL,NULL,"8630",NULL,NULL,NULL,NULL,NULL,"T"
2893,"38222","8","76.6","106.2","8622","1",NULL,NULL,NULL,NULL,"T"
2894,"38222","7",NULL,NULL,"8621",NULL,NULL,NULL,NULL,NULL,"T"
2895,"38222","7",NULL,NULL,"8631",NULL,NULL,NULL,NULL,NULL,"T"
2896,"38222","7","76.6","106.4","8621","1",NULL,NULL,NULL,NULL,"T"
2897,"38222","6",NULL,NULL,"8626",NULL,NULL,NULL,NULL,NULL,"T"
2898,"38222","6",NULL,NULL,"8630",NULL,NULL,NULL,NULL,NULL,"T"
2899,"38222","6","76.6","106.35","8626","1",NULL,NULL,NULL,NULL,"T"
2900,"38222","5",NULL,NULL,"8621",NULL,NULL,NULL,NULL,NULL,"T"
2901,"38222","5",NULL,NULL,"8630",NULL,NULL,NULL,NULL,NULL,"T"
2902,"38222","5","76.6","106.4","8627","1",NULL,NULL,NULL,NULL,"T"
2903,"38222","4",NULL,NULL,"8621",NULL,NULL,NULL,NULL,NULL,"T"
2904,"38222","4",NULL,NULL,"8630",NULL,NULL,NULL,NULL,NULL,"T"
2905,"38222","4","76.6","106.48","8621","1",NULL,NULL,NULL,NULL,"T"
2906,"38222","3",NULL,NULL,"8620",NULL,NULL,NULL,NULL,NULL,"T"
2907,"38222","3",NULL,NULL,"8629",NULL,NULL,NULL,NULL,NULL,"T"
2908,"38222","3","76.6","106.37","8622","1",NULL,NULL,NULL,NULL,"T"
2909,"38222","2",NULL,NULL,"8622",NULL,NULL,NULL,NULL,NULL,"T"
2910,"38222","2",NULL,NULL,"8631",NULL,NULL,NULL,NULL,NULL,"T"
2911,"38222","2","76.6","106.48","8627","1",NULL,NULL,NULL,NULL,"T"
2912,"38222","1",NULL,NULL,"8621",NULL,NULL,NULL,NULL,NULL,"T"
2913,"38222","1",NULL,NULL,"8631",NULL,NULL,NULL,NULL,NULL,"T"
2914,"38222","1","76.6","106.14","8622","1",NULL,NULL,NULL,NULL,"T"
2915,"38238","2",NULL,NULL,"9813",NULL,NULL,NULL,NULL,NULL,"T"
2916,"38238","2",NULL,NULL,"9820",NULL,NULL,NULL,NULL,NULL,"T"
2917,"38238","2","76.45","106.43","9812","1",NULL,NULL,NULL,NULL,"T"
2918,"38238","3",NULL,NULL,"9815",NULL,NULL,NULL,NULL,NULL,"T"
2919,"38238","3",NULL,NULL,"9820",NULL,NULL,NULL,NULL,NULL,"T"
2920,"38238","3","76.5","106.56","9815","1",NULL,NULL,NULL,NULL,"T"
2921,"38238","4",NULL,NULL,"9816",NULL,NULL,NULL,NULL,NULL,"T"
2922,"38238","4",NULL,NULL,"9820",NULL,NULL,NULL,NULL,NULL,"T"
2923,"38238","4","76.5","106.47","9813","1",NULL,NULL,NULL,NULL,"T"
2924,"37410","3",NULL,NULL,"9810",NULL,NULL,NULL,NULL,NULL,"T"
2925,"37410","3",NULL,NULL,"9818",NULL,NULL,NULL,NULL,NULL,"T"
2926,"37410","3","76.45","106.37","9809","1",NULL,NULL,NULL,NULL,"T"
2927,"38245","3",NULL,NULL,"9816",NULL,NULL,NULL,NULL,NULL,"T"
2928,"38245","3",NULL,NULL,"9820",NULL,NULL,NULL,NULL,NULL,"T"
2929,"38245","3","76.5","106.74","9815","1",NULL,NULL,NULL,NULL,"T"
2930,"38245","2",NULL,NULL,"9816",NULL,NULL,NULL,NULL,NULL,"T"
2931,"38245","2",NULL,NULL,"9820",NULL,NULL,NULL,NULL,NULL,"T"
2932,"38245","2","76.5","106.69","9814","1",NULL,NULL,NULL,NULL,"T"
2933,"38328","1",NULL,NULL,"1527",NULL,NULL,NULL,NULL,NULL,"T"
2934,"38328","1",NULL,NULL,"1528",NULL,NULL,NULL,NULL,NULL,"T"
2935,"38328","1",NULL,NULL,"1528",NULL,NULL,NULL,NULL,NULL,"T"
2936,"38328","1",NULL,NULL,"1528",NULL,NULL,NULL,NULL,NULL,"T"
2937,"38328","1",NULL,NULL,"1529",NULL,NULL,NULL,NULL,NULL,"T"
2938,"38328","1","76.6","94.52","1527","1",NULL,NULL,NULL,NULL,"T"
2939,"38011","3",NULL,NULL,"1527",NULL,NULL,NULL,NULL,NULL,"T"
2940,"38011","3",NULL,NULL,"1528",NULL,NULL,NULL,NULL,NULL,"T"
2941,"38011","3",NULL,NULL,"1529",NULL,NULL,NULL,NULL,NULL,"T"
2942,"38011","3",NULL,NULL,"1529",NULL,NULL,NULL,NULL,NULL,"T"
2943,"38011","3",NULL,NULL,"1528",NULL,NULL,NULL,NULL,NULL,"T"
2944,"38011","3","76.6","94.55","1527","1",NULL,NULL,NULL,NULL,"T"
2945,"1","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"T"
3262,"38213","2","128.3","144.13","4239","1",NULL,NULL,NULL,"2004-08-05 15:15:55","T"
3263,"38213","2",NULL,NULL,"4239",NULL,NULL,NULL,NULL,"2004-08-05 15:15:55","T"
3264,"38213","2","128.4","144.16","4239","1",NULL,NULL,NULL,"2004-08-05 15:15:56","T"
3265,"38274","2",NULL,NULL,"4248",NULL,NULL,NULL,NULL,"2004-08-05 15:15:56","T"
3266,"38274","2","128.4","144.02","4248","1",NULL,NULL,NULL,"2004-08-05 15:15:57","T"
3267,"38274","2",NULL,NULL,"4248",NULL,NULL,NULL,NULL,"2004-08-05 15:15:57","T"
3268,"38274","2","128.4","144.31","4248","1",NULL,NULL,NULL,"2004-08-05 15:15:57","T"
3269,"38274","2",NULL,NULL,"4248",NULL,NULL,NULL,NULL,"2004-08-05 15:15:58","T"
3270,"38274","2","128.4","144","4248","1",NULL,NULL,NULL,"2004-08-05 15:15:58","T"
3271,"38274","2",NULL,NULL,"4248",NULL,NULL,NULL,NULL,"2004-08-05 15:15:59","T"
3272,"38274","2","128.3","144.29","4248","1",NULL,NULL,NULL,"2004-08-05 15:15:59","T"
3273,"38272","2",NULL,NULL,"4525",NULL,NULL,NULL,NULL,"2004-08-05 15:15:59","T"
3274,"38272","2","128.4","140.48","4524","1",NULL,NULL,NULL,"2004-08-05 15:16:00","T"
3275,"38272","2",NULL,NULL,"4523",NULL,NULL,NULL,NULL,"2004-08-05 15:16:00","T"
3276,"38272","2","128.3","140.23","4522","1",NULL,NULL,NULL,"2004-08-05 15:16:01","T"
3277,"38272","2",NULL,NULL,"4523",NULL,NULL,NULL,NULL,"2004-08-05 15:16:01","T"
3278,"38272","2","128.4","140.51","4523","1",NULL,NULL,NULL,"2004-08-05 15:16:01","T"
3279,"38272","2",NULL,NULL,"4522",NULL,NULL,NULL,NULL,"2004-08-05 15:16:02","T"
3280,"38272","2","128.4","140.04","4523","1",NULL,NULL,NULL,"2004-08-05 15:16:02","T"
3281,"38350","2","128.4","140.03","4528","1",NULL,NULL,NULL,"2004-08-05 15:16:03","T"
3282,"38350","2",NULL,NULL,"4528",NULL,NULL,NULL,NULL,"2004-08-05 15:16:03","T"
3283,"38350","2","128.4","140.21","4528","1",NULL,NULL,NULL,"2004-08-05 15:16:03","T"
3284,"38155","2",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-05 15:16:04","T"
3285,"38155","2",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-05 15:16:04","T"
3286,"38155","2","77.3","103.5","2153","1",NULL,NULL,NULL,"2004-08-05 15:16:05","T"
3287,"38155","2",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-05 15:16:05","T"
3288,"38155","2",NULL,NULL,"2154",NULL,NULL,NULL,NULL,"2004-08-05 15:16:05","T"
3289,"38155","2","77.4","103.63","2153","1",NULL,NULL,NULL,"2004-08-05 15:16:06","T"
3290,"38155","2",NULL,NULL,"2151",NULL,NULL,NULL,NULL,"2004-08-05 15:16:06","T"
3291,"38155","2",NULL,NULL,"2152",NULL,NULL,NULL,NULL,"2004-08-05 15:16:07","T"
3292,"38155","2","77.3","103.41","2153","1",NULL,NULL,NULL,"2004-08-05 15:16:07","T"
3293,"38155","2",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-05 15:16:07","T"
3294,"38155","2",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-05 15:16:08","T"
3295,"38155","2","77.3","103.5","2152","1",NULL,NULL,NULL,"2004-08-05 15:16:08","T"
3296,"38155","2",NULL,NULL,"2152",NULL,NULL,NULL,NULL,"2004-08-05 15:16:09","T"
3297,"38155","2",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-05 15:16:09","T"
3298,"38155","2","77.3","103.25","2150","1",NULL,NULL,NULL,"2004-08-05 15:16:09","T"
3299,"38155","2",NULL,NULL,"2151",NULL,NULL,NULL,NULL,"2004-08-05 15:16:10","T"
3300,"38155","2",NULL,NULL,"2151",NULL,NULL,NULL,NULL,"2004-08-05 15:16:10","T"
3301,"38155","2","77.3","103.14","2151","1",NULL,NULL,NULL,"2004-08-05 15:16:11","T"
3302,"38155","2",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-05 15:16:11","T"
3303,"38155","2",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-05 15:16:11","T"
3304,"38155","2","77.4","103.61","2151","1",NULL,NULL,NULL,"2004-08-05 15:16:12","T"
3305,"38155","2",NULL,NULL,"2152",NULL,NULL,NULL,NULL,"2004-08-05 15:16:12","T"
3306,"38155","2",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-05 15:16:13","T"
3307,"38155","2","77.4","103.75","2151","1",NULL,NULL,NULL,"2004-08-05 15:16:13","T"
3308,"38155","2",NULL,NULL,"2151",NULL,NULL,NULL,NULL,"2004-08-05 15:16:13","T"
3309,"38155","2",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-05 15:16:14","T"
3310,"38155","2","77.4","103.46","2150","1",NULL,NULL,NULL,"2004-08-05 15:16:14","T"
3311,"38155","2",NULL,NULL,"2152",NULL,NULL,NULL,NULL,"2004-08-05 15:16:15","T"
3312,"38155","2",NULL,NULL,"2152",NULL,NULL,NULL,NULL,"2004-08-05 15:16:15","T"
3313,"38155","2","77.4","103.78","2151","1",NULL,NULL,NULL,"2004-08-05 15:16:15","T"
3314,"38155","2",NULL,NULL,"2152",NULL,NULL,NULL,NULL,"2004-08-05 15:16:16","T"
3315,"38155","2",NULL,NULL,"2153",NULL,NULL,NULL,NULL,"2004-08-05 15:16:16","T"
3316,"38155","2","77.3","103.51","2152","1",NULL,NULL,NULL,"2004-08-05 15:16:17","T"
3317,"38155","2",NULL,NULL,"2151",NULL,NULL,NULL,NULL,"2004-08-05 15:16:17","T"
3318,"38155","2",NULL,NULL,"2152",NULL,NULL,NULL,NULL,"2004-08-05 15:16:17","T"
3319,"38155","2","77.4","103.62","2151","1",NULL,NULL,NULL,"2004-08-05 15:16:18","T"
3320,"38354","2",NULL,NULL,"1383",NULL,NULL,NULL,NULL,"2004-08-05 15:16:18","T"
3321,"38354","2",NULL,NULL,"1384",NULL,NULL,NULL,NULL,"2004-08-05 15:16:19","T"
3322,"38354","2","128.4","140.18","1384","1",NULL,NULL,NULL,"2004-08-05 15:16:19","T"
3323,"38354","3",NULL,NULL,"1384",NULL,NULL,NULL,NULL,"2004-08-05 15:16:20","T"
3324,"38354","3",NULL,NULL,"1384",NULL,NULL,NULL,NULL,"2004-08-05 15:16:20","T"
3325,"38354","3","128.4","140.58","1383","1",NULL,NULL,NULL,"2004-08-05 15:16:20","T"
3326,"38354","1",NULL,NULL,"1385",NULL,NULL,NULL,NULL,"2004-08-05 15:16:21","T"
3327,"38354","1",NULL,NULL,"1385",NULL,NULL,NULL,NULL,"2004-08-05 15:16:21","T"
3328,"38354","1","128.4","140.1","1383","1",NULL,NULL,NULL,"2004-08-05 15:16:22","T"
3329,"38356","1",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:22","T"
3330,"38356","1",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:22","T"
3331,"38356","1","76.6","90.54","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:23","T"
3332,"38356","7",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:23","T"
3333,"38356","7",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:24","T"
3334,"38356","7","76.5","90.57","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:24","T"
3335,"38356","4",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:24","T"
3336,"38356","4",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:25","T"
3337,"38356","4","76.6","90.64","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:25","T"
3338,"38356","5",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:26","T"
3339,"38356","5",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:26","T"
3340,"38356","5","76.6","90.49","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:26","T"
3341,"38356","2",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:27","T"
3342,"38356","2",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:27","T"
3343,"38356","2","76.5","90.46","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:28","T"
3344,"38356","3",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:28","T"
3345,"38356","3",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:28","T"
3346,"38356","3","76.6","90.68","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:29","T"
3347,"38355","2",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:29","T"
3348,"38355","2",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:30","T"
3349,"38355","2","76.6","106.04","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:30","T"
3350,"38355","3",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:30","T"
3351,"38355","3",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:31","T"
3352,"38355","3","76.6","106.29","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:31","T"
3353,"38355","1",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:32","T"
3354,"38355","1",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:32","T"
3355,"38355","1","76.5","106.26","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:32","T"
3356,"38356","9",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:33","T"
3357,"38356","9",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:33","T"
3358,"38356","9","76.6","90.62","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:34","T"
3359,"38356","8",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:34","T"
3360,"38356","8",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:34","T"
3361,"38356","8","76.5","90.64","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:35","T"
3362,"38356","6",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:35","T"
3363,"38356","6",NULL,NULL,"2015",NULL,NULL,NULL,NULL,"2004-08-05 15:16:36","T"
3364,"38356","6","76.5","90.73","2015","1",NULL,NULL,NULL,"2004-08-05 15:16:36","T"
3365,"38222","8",NULL,NULL,"8628",NULL,NULL,NULL,NULL,"2004-08-05 15:16:36","T"
3366,"38222","8",NULL,NULL,"8630",NULL,NULL,NULL,NULL,"2004-08-05 15:16:37","T"
3367,"38222","8","76.6","106.2","8622","1",NULL,NULL,NULL,"2004-08-05 15:16:37","T"
3368,"38222","7",NULL,NULL,"8621",NULL,NULL,NULL,NULL,"2004-08-05 15:16:38","T"
3369,"38222","7",NULL,NULL,"8631",NULL,NULL,NULL,NULL,"2004-08-05 15:16:38","T"
3370,"38222","7","76.6","106.4","8621","1",NULL,NULL,NULL,"2004-08-05 15:16:38","T"
3371,"38222","6",NULL,NULL,"8626",NULL,NULL,NULL,NULL,"2004-08-05 15:16:39","T"
3372,"38222","6",NULL,NULL,"8630",NULL,NULL,NULL,NULL,"2004-08-05 15:16:39","T"
3373,"38222","6","76.6","106.35","8626","1",NULL,NULL,NULL,"2004-08-05 15:16:40","T"
3374,"38222","5",NULL,NULL,"8621",NULL,NULL,NULL,NULL,"2004-08-05 15:16:40","T"
3375,"38222","5",NULL,NULL,"8630",NULL,NULL,NULL,NULL,"2004-08-05 15:16:40","T"
3376,"38222","5","76.6","106.4","8627","1",NULL,NULL,NULL,"2004-08-05 15:16:41","T"
3377,"38222","4",NULL,NULL,"8621",NULL,NULL,NULL,NULL,"2004-08-05 15:16:41","T"
3378,"38222","4",NULL,NULL,"8630",NULL,NULL,NULL,NULL,"2004-08-05 15:16:42","T"
3379,"38222","4","76.6","106.48","8621","1",NULL,NULL,NULL,"2004-08-05 15:16:42","T"
3380,"38222","3",NULL,NULL,"8620",NULL,NULL,NULL,NULL,"2004-08-05 15:16:42","T"
3381,"38222","3",NULL,NULL,"8629",NULL,NULL,NULL,NULL,"2004-08-05 15:16:43","T"
3382,"38222","3","76.6","106.37","8622","1",NULL,NULL,NULL,"2004-08-05 15:16:43","T"
3383,"38222","2",NULL,NULL,"8622",NULL,NULL,NULL,NULL,"2004-08-05 15:16:44","T"
3384,"38222","2",NULL,NULL,"8631",NULL,NULL,NULL,NULL,"2004-08-05 15:16:44","T"
3385,"38222","2","76.6","106.48","8627","1",NULL,NULL,NULL,"2004-08-05 15:16:44","T"
3386,"38222","1",NULL,NULL,"8621",NULL,NULL,NULL,NULL,"2004-08-05 15:16:45","T"
3387,"38222","1",NULL,NULL,"8631",NULL,NULL,NULL,NULL,"2004-08-05 15:16:45","T"
3388,"38222","1","76.6","106.14","8622","1",NULL,NULL,NULL,"2004-08-05 15:16:46","T"
3389,"38238","2",NULL,NULL,"9813",NULL,NULL,NULL,NULL,"2004-08-05 15:16:46","T"
3390,"38238","2",NULL,NULL,"9820",NULL,NULL,NULL,NULL,"2004-08-05 15:16:46","T"
3391,"38238","2","76.45","106.43","9812","1",NULL,NULL,NULL,"2004-08-05 15:16:47","T"
3392,"38238","3",NULL,NULL,"9815",NULL,NULL,NULL,NULL,"2004-08-05 15:16:47","T"
3393,"38238","3",NULL,NULL,"9820",NULL,NULL,NULL,NULL,"2004-08-05 15:16:48","T"
3394,"38238","3","76.5","106.56","9815","1",NULL,NULL,NULL,"2004-08-05 15:16:48","T"
3395,"38238","4",NULL,NULL,"9816",NULL,NULL,NULL,NULL,"2004-08-05 15:16:48","T"
3396,"38238","4",NULL,NULL,"9820",NULL,NULL,NULL,NULL,"2004-08-05 15:16:49","T"
3397,"38238","4","76.5","106.47","9813","1",NULL,NULL,NULL,"2004-08-05 15:16:49","T"
3398,"37410","3",NULL,NULL,"9810",NULL,NULL,NULL,NULL,"2004-08-05 15:16:50","T"
3399,"37410","3",NULL,NULL,"9818",NULL,NULL,NULL,NULL,"2004-08-05 15:16:50","T"
3400,"37410","3","76.45","106.37","9809","1",NULL,NULL,NULL,"2004-08-05 15:16:50","T"
3401,"38245","3",NULL,NULL,"9816",NULL,NULL,NULL,NULL,"2004-08-05 15:16:51","T"
3402,"38245","3",NULL,NULL,"9820",NULL,NULL,NULL,NULL,"2004-08-05 15:16:51","T"
3403,"38245","3","76.5","106.74","9815","1",NULL,NULL,NULL,"2004-08-05 15:16:52","T"
3404,"38245","2",NULL,NULL,"9816",NULL,NULL,NULL,NULL,"2004-08-05 15:16:52","T"
3405,"38245","2",NULL,NULL,"9820",NULL,NULL,NULL,NULL,"2004-08-05 15:16:52","T"
3406,"38245","2","76.5","106.69","9814","1",NULL,NULL,NULL,"2004-08-05 15:16:53","T"
3407,"38328","1",NULL,NULL,"1527",NULL,NULL,NULL,NULL,"2004-08-05 15:16:53","T"
3408,"38328","1",NULL,NULL,"1528",NULL,NULL,NULL,NULL,"2004-08-05 15:16:54","T"
3409,"38328","1",NULL,NULL,"1528",NULL,NULL,NULL,NULL,"2004-08-05 15:16:54","T"
3410,"38328","1",NULL,NULL,"1528",NULL,NULL,NULL,NULL,"2004-08-05 15:16:54","T"
3411,"38328","1",NULL,NULL,"1529",NULL,NULL,NULL,NULL,"2004-08-05 15:16:55","T"
3412,"38328","1","76.6","94.52","1527","1",NULL,NULL,NULL,"2004-08-05 15:16:55","T"
3413,"38011","3",NULL,NULL,"1527",NULL,NULL,NULL,NULL,"2004-08-05 15:16:56","T"
3414,"38011","3",NULL,NULL,"1528",NULL,NULL,NULL,NULL,"2004-08-05 15:16:56","T"
3415,"38011","3",NULL,NULL,"1529",NULL,NULL,NULL,NULL,"2004-08-05 15:16:56","T"
3416,"38011","3",NULL,NULL,"1529",NULL,NULL,NULL,NULL,"2004-08-05 15:16:57","T"
3417,"38011","3",NULL,NULL,"1528",NULL,NULL,NULL,NULL,"2004-08-05 15:16:57","T"
3418,"38011","3","76.6","94.55","1527","1",NULL,NULL,NULL,"2004-08-05 15:16:58","T"
3419,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2004-08-05 15:16:58","T"
3420,"38253",NULL,NULL,NULL,NULL,NULL,"0.648",NULL,NULL,"2004-08-06 06:21:57","T"
3421,"38253",NULL,NULL,NULL,NULL,NULL,"0.651","7.88",NULL,"2004-08-06 06:22:00","T"
3422,"38313",NULL,NULL,NULL,NULL,NULL,"1.854",NULL,NULL,"2004-08-06 06:25:24","T"
3423,"38313",NULL,NULL,NULL,NULL,NULL,"1.889","8.96",NULL,"2004-08-06 06:25:27","T"
3424,"38314",NULL,NULL,NULL,NULL,NULL,"1.395","7.34",NULL,"2004-08-06 06:28:50","T"
3425,"38314",NULL,NULL,NULL,NULL,NULL,"1.63",NULL,NULL,"2004-08-06 06:28:56","T"
3426,"38315",NULL,NULL,NULL,NULL,NULL,"1.457","7.79",NULL,"2004-08-06 06:31:40","T"
3427,"38315",NULL,NULL,NULL,NULL,NULL,"1.524",NULL,NULL,"2004-08-06 06:31:46","T"
3428,"38218",NULL,NULL,NULL,NULL,NULL,"0.493","0",NULL,"2004-08-06 13:57:20","T"
3429,"38218",NULL,NULL,NULL,NULL,NULL,"0.499","7.65",NULL,"2004-08-06 13:57:47","T"
3430,"38204",NULL,NULL,NULL,NULL,NULL,"3.45",NULL,NULL,"2004-08-06 14:06:05","T"
3431,"38204",NULL,NULL,NULL,NULL,NULL,"3.443",NULL,NULL,"2004-08-06 14:06:09","T"
3432,"38204",NULL,NULL,NULL,NULL,NULL,"3.428",NULL,NULL,"2004-08-06 14:06:13","T"
3433,"38204",NULL,NULL,NULL,NULL,NULL,"3.385",NULL,NULL,"2004-08-06 14:06:18","T"
3434,"38204",NULL,NULL,NULL,NULL,NULL,"3.423",NULL,NULL,"2004-08-06 14:06:21","T"
