"N°","N°OF","N°_Palette","Diamètre_intérieure__mm_","Diamètre_extérieure__mm_","Longueur___mm_","Validation_géométrie__x_","Flat_Crush__kN_","Humidité__%_","Valeurstemp","Date_et_heure_d_importation"
7962,"38514","7",,,5117,"",,,,2004-08-30 20:04:02
7963,"38514","7",,,5119,"",,,,2004-08-30 20:04:03
7964,"38514","7",150.2,176.57,5120,"1",,,,2004-08-30 20:04:03
7965,"38514","4",,,5117,"",,,,2004-08-30 20:04:04
7966,"38514","4",,,5119,"",,,,2004-08-30 20:04:04
7967,"38514","4",150.2,176.54,5118,"1",,,,2004-08-30 20:04:04
7968,"38514","3",,,5117,"",,,,2004-08-30 20:04:05
7969,"38514","3",,,5118,"",,,,2004-08-30 20:04:05
7970,"38514","3",150.2,176.55,5119,"1",,,,2004-08-30 20:04:06
7971,"38514","2",,,5116,"",,,,2004-08-30 20:04:06
7972,"38514","2",,,5119,"",,,,2004-08-30 20:04:06
7973,"38514","2",150.2,176.58,5119,"1",,,,2004-08-30 20:04:07
7974,"38514","1",,,5116,"",,,,2004-08-30 20:04:07
7975,"38514","1",,,5118,"",,,,2004-08-30 20:04:07
7976,"38514","1",150.2,176.51,5118,"1",,,,2004-08-30 20:04:08
7977,"1","",,,,"",,,,2004-08-30 20:04:08
7978,"38540","",,,,"",1.215,5.63,,2004-08-31 06:26:46
7979,"38540","",,,,"",1.199,,,2004-08-31 06:27:07
7980,"38513","",,,,"",2.63,7.13,,2004-08-31 06:32:21
7981,"38513","",,,,"",2.707,,,2004-08-31 06:32:30
7982,"38536","",,,,"",,7.9,,2004-08-31 08:27:45
7983,"38535","",,,,"",,7.9,,2004-08-31 08:28:00
7984,"38538","",,,,"",,7.9,,2004-08-31 08:28:15
7985,"38537","",,,,"",,7.9,,2004-08-31 08:28:27
7986,"38534","",,,,"",0.191,7.24,,2004-08-31 08:55:27
7987,"38533","",,,,"",0.182,7.28,,2004-08-31 08:57:21
7988,"38532","",,,,"",0.1812,7.21,,2004-08-31 08:59:07
7989,"38531","",,,,"",0.184,7.24,,2004-08-31 09:00:30
7990,"38530","",,,,"",0.186,7.25,,2004-08-31 09:02:20
7991,"38529","",,,,"",0.18,7.23,,2004-08-31 09:03:50
7992,"38528","",,,,"",0.844,7.54,,2004-08-31 09:06:08
7993,"38527","",,,,"",0.848,7.71,,2004-08-31 09:07:36
7994,"38526","",,,,"",0.775,7.71,,2004-08-31 09:09:07
7995,"38525","",,,,"",0.792,7.63,,2004-08-31 09:11:57
7996,"38524","",,,,"",0.827,7.64,,2004-08-31 09:13:32
7997,"38491","8",,,8620,"",,,,2004-08-31 12:29:46
7998,"38491","8",,,8622,"",,,,2004-08-31 12:29:46
7999,"38491","8",76.5,106.59,8625,"1",,,,2004-08-31 12:29:46
8000,"38491","7",,,8620,"",,,,2004-08-31 12:29:47
8001,"38491","7",,,8624,"",,,,2004-08-31 12:29:47
8002,"38491","7",76.5,106.57,8622,"1",,,,2004-08-31 12:29:48
8003,"38491","6",,,8619,"",,,,2004-08-31 12:29:48
8004,"38491","6",,,8625,"",,,,2004-08-31 12:29:49
8005,"38491","6",76.5,106.65,8612,"1",,,,2004-08-31 12:29:49
8006,"38491","5",,,8625,"",,,,2004-08-31 12:29:49
8007,"38491","5",,,8625,"",,,,2004-08-31 12:29:50
8008,"38491","5",76.5,106.57,8623,"1",,,,2004-08-31 12:29:50
8009,"38491","4",,,8622,"",,,,2004-08-31 12:29:51
8010,"38491","4",,,8623,"",,,,2004-08-31 12:29:51
8011,"38491","4",76.5,106.62,8622,"1",,,,2004-08-31 12:29:51
8012,"38491","3",,,8620,"",,,,2004-08-31 12:29:52
8013,"38491","3",,,8621,"",,,,2004-08-31 12:29:52
8014,"38491","3",76.5,106.59,8622,"1",,,,2004-08-31 12:29:53
8015,"38491","2",,,8624,"",,,,2004-08-31 12:29:53
8016,"38491","2",,,8627,"",,,,2004-08-31 12:29:53
8017,"38491","2",76.5,106.58,8622,"1",,,,2004-08-31 12:29:54
8018,"38491","1",,,8622,"",,,,2004-08-31 12:29:54
8019,"38491","1",,,8625,"",,,,2004-08-31 12:29:55
8020,"38491","1",76.5,106.62,8623,"1",,,,2004-08-31 12:29:55
8021,"38436","6",,,5784,"",,,,2004-08-31 12:29:56
8022,"38436","6",,,5783,"",,,,2004-08-31 12:29:56
8023,"38436","6",76.5,106.63,5783,"1",,,,2004-08-31 12:29:56
8024,"38436","5",,,5784,"",,,,2004-08-31 12:29:57
8025,"38436","5",,,5785,"",,,,2004-08-31 12:29:57
8026,"38436","5",76.5,106.58,5783,"1",,,,2004-08-31 12:29:58
8027,"38436","4",,,5784,"",,,,2004-08-31 12:29:58
8028,"38436","4",,,5784,"",,,,2004-08-31 12:29:58
8029,"38436","4",76.5,106.65,5784,"1",,,,2004-08-31 12:29:59
8030,"38436","1",,,5784,"",,,,2004-08-31 12:29:59
8031,"38436","1",,,5784,"",,,,2004-08-31 12:30:00
8032,"38436","1",76.5,106.52,5784,"1",,,,2004-08-31 12:30:00
8033,"38436","2",,,5784,"",,,,2004-08-31 12:30:00
8034,"38436","2",,,5784,"",,,,2004-08-31 12:30:01
8035,"38436","2",76.5,106.59,5784,"1",,,,2004-08-31 12:30:01
8036,"38436","3",,,5784,"",,,,2004-08-31 12:30:02
8037,"38436","3",,,5784,"",,,,2004-08-31 12:30:02
8038,"38436","3",76.5,106.52,5784,"1",,,,2004-08-31 12:30:02
8039,"38483","12",,,3008,"",,,,2004-08-31 12:30:03
8040,"38483","12",,,3007,"",,,,2004-08-31 12:30:03
8041,"38483","12",150.3,171,3007,"1",,,,2004-08-31 12:30:04
8042,"38483","12",,,3007,"",,,,2004-08-31 12:30:04
8043,"38483","12",,,3008,"",,,,2004-08-31 12:30:05
8044,"38483","12",150.3,171.14,3008,"1",,,,2004-08-31 12:30:05
8045,"38543","12",150.6,173.93,500.16,"1",,,,2004-08-31 12:30:05
8046,"38543","11",150.5,174.08,500.17,"1",,,,2004-08-31 12:30:06
8047,"38543","9",150.5,174.01,500.2,"1",,,,2004-08-31 12:30:06
8048,"38543","7",150.5,173.9,500.08,"1",,,,2004-08-31 12:30:07
8049,"38543","5",150.5,174.09,500.12,"1",,,,2004-08-31 12:30:07
8050,"38543","3",150.4,173.84,500.17,"1",,,,2004-08-31 12:30:07
8051,"38543","1",150.5,174.01,500.11,"1",,,,2004-08-31 12:30:08
8052,"38524","1",,,1244,"",,,,2004-08-31 12:30:08
8053,"38524","1",,,1245,"",,,,2004-08-31 12:30:09
8054,"38524","1",77.1,90.04,1243,"1",,,,2004-08-31 12:30:09
8055,"38524","2",,,1244,"",,,,2004-08-31 12:30:09
8056,"38524","2",,,1243,"",,,,2004-08-31 12:30:10
8057,"38524","2",77.1,90,1245,"1",,,,2004-08-31 12:30:10
8058,"38526","1",,,1547,"",,,,2004-08-31 12:30:11
8059,"38526","1",,,1549,"",,,,2004-08-31 12:30:11
8060,"38526","1",77.1,89.93,1549,"1",,,,2004-08-31 12:30:12
8061,"38525","1",,,1397,"",,,,2004-08-31 12:30:12
8062,"38525","1",,,1396,"",,,,2004-08-31 12:30:12
8063,"38525","1",77.1,89.96,1397,"1",,,,2004-08-31 12:30:13
8064,"38527","1",,,2057,"",,,,2004-08-31 12:30:13
8065,"38527","1",,,2057,"",,,,2004-08-31 12:30:14
8066,"38527","1",77.1,90.16,2055,"1",,,,2004-08-31 12:30:14
8067,"38527","2",,,2057,"",,,,2004-08-31 12:30:14
8068,"38527","2",,,2057,"",,,,2004-08-31 12:30:15
8069,"38527","2",77.1,90.02,2055,"1",,,,2004-08-31 12:30:15
8070,"38528","1",,,2310,"",,,,2004-08-31 12:30:16
8071,"38528","1",,,2309,"",,,,2004-08-31 12:30:16
8072,"38528","1",77.1,89.96,2311,"1",,,,2004-08-31 12:30:16
8073,"38528","2",,,2310,"",,,,2004-08-31 12:30:17
8074,"38528","2",,,2311,"",,,,2004-08-31 12:30:17
8075,"38528","2",77.1,89.99,2308,"1",,,,2004-08-31 12:30:18
8076,"38529","1",,,1472,"",,,,2004-08-31 12:30:18
8077,"38529","1",,,1471,"",,,,2004-08-31 12:30:19
8078,"38529","1",191,198.56,1471,"1",,,,2004-08-31 12:30:19
8079,"38530","1",,,1625,"",,,,2004-08-31 12:30:19
8080,"38530","1",,,1625,"",,,,2004-08-31 12:30:20
8081,"38530","1",191,198.62,1623,"1",,,,2004-08-31 12:30:20
8082,"38530","2",,,1623,"",,,,2004-08-31 12:30:21
8083,"38530","2",,,1625,"",,,,2004-08-31 12:30:21
8084,"38530","2",191,198.53,1625,"1",,,,2004-08-31 12:30:21
8085,"38531","1",,,1929,"",,,,2004-08-31 12:30:22
8086,"38531","1",,,1928,"",,,,2004-08-31 12:30:22
8087,"38531","1",191,198.79,1929,"1",,,,2004-08-31 12:30:23
8088,"38531","2",,,1930,"",,,,2004-08-31 12:30:23
8089,"38531","2",,,1929,"",,,,2004-08-31 12:30:23
8090,"38531","2",191,198.59,1929,"1",,,,2004-08-31 12:30:24
8091,"38532","2",,,2132,"",,,,2004-08-31 12:30:24
8092,"38532","2",,,2134,"",,,,2004-08-31 12:30:25
8093,"38532","2",191,198.58,2132,"1",,,,2004-08-31 12:30:25
8094,"38532","1",,,2132,"",,,,2004-08-31 12:30:26
8095,"38532","1",,,2132,"",,,,2004-08-31 12:30:26
8096,"38532","1",191,198.89,2132,"1",,,,2004-08-31 12:30:26
8097,"38533","1",,,2822,"",,,,2004-08-31 12:30:27
8098,"38533","1",,,2822,"",,,,2004-08-31 12:30:27
8099,"38533","1",191,198.66,2822,"1",,,,2004-08-31 12:30:28
8100,"38534","1",,,3153,"",,,,2004-08-31 12:30:28
8101,"38534","1",,,3154,"",,,,2004-08-31 12:30:28
8102,"38534","1",191,198.61,3153,"1",,,,2004-08-31 12:30:29
8103,"38534","2",,,3154,"",,,,2004-08-31 12:30:29
8104,"38534","2",,,3153,"",,,,2004-08-31 12:30:30
8105,"38534","2",191,198.71,3153,"1",,,,2004-08-31 12:30:30
8106,"38513","2",,,2156,"",,,,2004-08-31 12:30:30
8107,"38513","2",,,2158,"",,,,2004-08-31 12:30:31
8108,"38513","2",70.6,100.14,2158,"1",,,,2004-08-31 12:30:31
8109,"38513","3",,,2158,"",,,,2004-08-31 12:30:32
8110,"38513","3",,,2157,"",,,,2004-08-31 12:30:32
8111,"38513","3",70.6,100.23,2156,"1",,,,2004-08-31 12:30:32
8112,"38513","1",,,2157,"",,,,2004-08-31 12:30:33
8113,"38513","1",,,2158,"",,,,2004-08-31 12:30:33
8114,"38513","1",70.6,100.03,2157,"1",,,,2004-08-31 12:30:34
8115,"38513","4",,,2158,"",,,,2004-08-31 12:30:34
8116,"38513","4",,,2157,"",,,,2004-08-31 12:30:34
8117,"38513","4",70.6,100.28,2157,"1",,,,2004-08-31 12:30:35
8118,"38513","5",,,2156,"",,,,2004-08-31 12:30:35
8119,"38513","5",,,2157,"",,,,2004-08-31 12:30:36
8120,"38513","5",70.6,100.26,2157,"1",,,,2004-08-31 12:30:36
8121,"1","",,,,"",,,,2004-08-31 12:30:36
8122,"38543","",,,,"",1.215,5.63,,2004-08-31 13:08:51
8123,"38543","",,,,"",1.199,,,2004-08-31 13:09:03
8124,"38248","",,,,"",3.391,,,2004-08-31 20:31:41
8125,"38248","",,,,"",3.34,,,2004-08-31 20:31:45
8126,"38248","",,,,"",3.585,,,2004-08-31 20:31:51
8127,"38248","",,,,"",3.541,,,2004-08-31 20:31:53
8128,"38248","",,,,"",3.462,,,2004-08-31 20:31:56
8129,"38248","",,,,"",3.475,7.66,,2004-08-31 20:31:58
8130,"38403","",,,,"",1.354,,,2004-08-31 20:39:52
8131,"38403","",,,,"",1.31,,,2004-08-31 20:39:55
8132,"38403","",,,,"",1.291,,,2004-08-31 20:39:57
8133,"38403","",,,,"",1.321,,,2004-08-31 20:40:01
8134,"38403","",,,,"",1.403,,,2004-08-31 20:40:03
8135,"38403","",,,,"",1.396,6.81,,2004-08-31 20:40:06
8136,"38248","5",,,9806,"",,,,2004-08-31 20:47:45
8137,"38248","5",,,9813,"",,,,2004-08-31 20:47:46
8138,"38248","5",76.45,106.76,9805,"1",,,,2004-08-31 20:47:46
8139,"38248","6",,,9806,"",,,,2004-08-31 20:47:46
8140,"38248","6",,,9815,"",,,,2004-08-31 20:47:47
8141,"38248","6",76.4,106.77,9808,"1",,,,2004-08-31 20:47:47
8142,"38248","3",,,9805,"",,,,2004-08-31 20:47:48
8143,"38248","3",,,9815,"",,,,2004-08-31 20:47:48
8144,"38248","3",76.45,106.65,9808,"1",,,,2004-08-31 20:47:48
8145,"38248","4",,,9808,"",,,,2004-08-31 20:47:49
8146,"38248","4",,,9814,"",,,,2004-08-31 20:47:49
8147,"38248","4",76.4,106.79,9807,"1",,,,2004-08-31 20:47:50
8148,"38248","1",,,9807,"",,,,2004-08-31 20:47:50
8149,"38248","1",,,9814,"",,,,2004-08-31 20:47:50
8150,"38248","1",76.45,106.62,9809,"1",,,,2004-08-31 20:47:51
8151,"38248","2",,,9808,"",,,,2004-08-31 20:47:51
8152,"38248","2",,,9815,"",,,,2004-08-31 20:47:52
8153,"38248","2",76.4,106.75,9806,"1",,,,2004-08-31 20:47:52
8154,"38403","1",,,10326,"",,,,2004-08-31 20:47:53
8155,"38403","1",,,10330,"",,,,2004-08-31 20:47:53
8156,"38403","1",100.2,119.65,10325,"1",,,,2004-08-31 20:47:53
8157,"38403","2",,,10328,"",,,,2004-08-31 20:47:54
8158,"38403","2",,,10330,"",,,,2004-08-31 20:47:54
8159,"38403","2",100.3,120,10327,"1",,,,2004-08-31 20:47:55
8160,"38403","3",,,10326,"",,,,2004-08-31 20:47:55
8161,"38403","3",,,10329,"",,,,2004-08-31 20:47:55
8162,"38403","3",100.3,119.97,10324,"1",,,,2004-08-31 20:47:56
8163,"38403","4",,,10324,"",,,,2004-08-31 20:47:56
8164,"38403","4",,,10330,"",,,,2004-08-31 20:47:57
8165,"38403","4",100.3,120.04,10324,"1",,,,2004-08-31 20:47:57
8166,"38403","5",,,10323,"",,,,2004-08-31 20:47:57
8167,"38403","5",,,10329,"",,,,2004-08-31 20:47:58
8168,"38403","5",100.3,119.98,10320,"1",,,,2004-08-31 20:47:58
8169,"38403","6",,,10322,"",,,,2004-08-31 20:47:59
8170,"38403","6",,,10328,"",,,,2004-08-31 20:47:59
8171,"38403","6",100.2,119.98,10320,"1",,,,2004-08-31 20:48:00
8172,"38398","1",,,3351,"",,,,2004-08-31 20:48:00
8173,"38398","1",,,3352,"",,,,2004-08-31 20:48:01
8174,"38398","1",151,173.98,3350,"1",,,,2004-08-31 20:48:01
8175,"38440","",128.4,144.08,4244,"1",,,,2004-08-31 20:48:01
8176,"38440","",,,4245,"",,,,2004-08-31 20:48:02
8177,"38440","",128.4,144.24,4246,"1",,,,2004-08-31 20:48:02
8178,"38516","",128.4,143.88,5218,"1",,,,2004-08-31 20:48:03
8179,"38516","",,,5218,"",,,,2004-08-31 20:48:03
8180,"38516","",128.4,144.13,5218,"1",,,,2004-08-31 20:48:03
8181,"38516","",,,5218,"",,,,2004-08-31 20:48:04
8182,"38516","",128.4,144.03,5218,"1",,,,2004-08-31 20:48:04
8183,"38516","",,,5218,"",,,,2004-08-31 20:48:05
8184,"38516","",128.5,143.99,5218,"1",,,,2004-08-31 20:48:05
8185,"38585","",128.5,144.1,5218,"1",,,,2004-08-31 20:48:05
8186,"38545","",128.5,139.85,5228,"1",,,,2004-08-31 20:48:06
8187,"38545","",,,5228,"",,,,2004-08-31 20:48:06
8188,"38545","",128.5,140.13,5228,"1",,,,2004-08-31 20:48:07
8189,"38584","",,,5228,"",,,,2004-08-31 20:48:07
8190,"38584","",128.5,140.54,5228,"1",,,,2004-08-31 20:48:07
8191,"38584","",,,5228,"",,,,2004-08-31 20:48:08
8192,"38584","",128.5,139.9,5228,"1",,,,2004-08-31 20:48:08
8193,"38584","",,,5228,"",,,,2004-08-31 20:48:09
8194,"38584","",128.4,140.35,5228,"1",,,,2004-08-31 20:48:09
8195,"38584","",,,5228,"",,,,2004-08-31 20:48:09
8196,"38584","",128.4,140.47,5228,"1",,,,2004-08-31 20:48:10
8197,"1","",,,,"",,,,2004-08-31 20:48:10
8198,"38585","",,,,"",0.7995,7.15,,2004-09-01 06:00:03
8199,"38584","",,,,"",0.527,,,2004-09-01 06:03:22
8200,"38584","",,,,"",0.533,7.06,,2004-09-01 06:03:32
8201,"38542","",,,,"",1.241,8.41,,2004-09-01 08:01:38
8202,"38542","",,,,"",1.246,,,2004-09-01 08:01:44
8203,"38566","",,,,"",0.879,8.74,,2004-09-01 09:35:47
8204,"38558","",,,,"",1.176,7.85,,2004-09-01 09:41:09
8205,"38558","",,,,"",1.193,,,2004-09-01 09:41:14
8206,"38486","",,,,"",1.314,7.39,,2004-09-01 11:05:20
8207,"38486","",,,,"",1.368,,,2004-09-01 11:05:27
8208,"38457","",,,,"",3.283,,,2004-09-01 11:11:54
8209,"38457","",,,,"",3.297,7.88,,2004-09-01 11:12:02
8210,"38456","",,,,"",2.679,,,2004-09-01 11:13:34
8211,"38456","",,,,"",2.723,7.71,,2004-09-01 11:13:41
8212,"38580","",,,,"",2.438,,,2004-09-01 11:19:12
8213,"38580","",,,,"",2.407,9.14,,2004-09-01 11:19:17
8266,"38486","1",,,2302,"",,,,2004-09-01 12:26:57
8267,"38486","1",,,2304,"",,,,2004-09-01 12:26:57
8268,"38486","1",151.1,174.09,2303,"1",,,,2004-09-01 12:26:58
8269,"38486","4",,,2302,"",,,,2004-09-01 12:26:58
8270,"38486","4",,,2302,"",,,,2004-09-01 12:26:59
8271,"38486","4",151.1,174.11,2302,"1",,,,2004-09-01 12:26:59
8272,"38486","9",,,2302,"",,,,2004-09-01 12:26:59
8273,"38486","9",,,2302,"",,,,2004-09-01 12:27:00
8274,"38486","9",151.1,174.05,2302,"1",,,,2004-09-01 12:27:00
8275,"38486","7",,,2303,"",,,,2004-09-01 12:27:01
8276,"38486","7",,,2302,"",,,,2004-09-01 12:27:01
8277,"38486","7",151.1,173.97,2303,"1",,,,2004-09-01 12:27:02
8278,"38486","6",,,2304,"",,,,2004-09-01 12:27:02
8279,"38486","6",,,2304,"",,,,2004-09-01 12:27:02
8280,"38486","6",151.1,174.14,2303,"1",,,,2004-09-01 12:27:03
8281,"38486","3",,,2302,"",,,,2004-09-01 12:27:03
8282,"38486","3",,,2303,"",,,,2004-09-01 12:27:04
8283,"38486","3",151.1,174.05,2301,"1",,,,2004-09-01 12:27:04
8284,"38486","5",,,2302,"",,,,2004-09-01 12:27:04
8285,"38486","5",,,2303,"",,,,2004-09-01 12:27:05
8286,"38486","5",151.1,174.14,2303,"1",,,,2004-09-01 12:27:05
8287,"38486","10",,,2302,"",,,,2004-09-01 12:27:06
8288,"38486","10",,,2303,"",,,,2004-09-01 12:27:06
8289,"38486","10",151.1,174.03,2303,"1",,,,2004-09-01 12:27:06
8290,"38486","8",,,2303,"",,,,2004-09-01 12:27:07
8291,"38486","8",,,2302,"",,,,2004-09-01 12:27:07
8292,"38486","8",151.1,174.13,2305,"1",,,,2004-09-01 12:27:08
8293,"38486","2",,,2302,"",,,,2004-09-01 12:27:08
8294,"38486","2",,,2302,"",,,,2004-09-01 12:27:08
8295,"38486","2",151.1,174.08,2301,"1",,,,2004-09-01 12:27:09
8296,"38566","1",,,1506,"",,,,2004-09-01 12:27:09
8297,"38566","1",,,1507,"",,,,2004-09-01 12:27:10
8298,"38566","1",151,166.33,1507,"1",,,,2004-09-01 12:27:10
8299,"38558","8",,,1002,"",,,,2004-09-01 12:27:10
8300,"38558","8",,,1003,"",,,,2004-09-01 12:27:11
8301,"38558","8",150.9,174.13,1003,"1",,,,2004-09-01 12:27:11
8302,"38558","21",,,1002,"",,,,2004-09-01 12:27:12
8303,"38558","21",,,1002,"",,,,2004-09-01 12:27:12
8304,"38558","21",150.9,174.14,1002,"1",,,,2004-09-01 12:27:12
8305,"38558","6",,,1002,"",,,,2004-09-01 12:27:13
8306,"38558","6",,,1002,"",,,,2004-09-01 12:27:13
8307,"38558","6",150.9,174.06,1002,"1",,,,2004-09-01 12:27:14
8308,"38558","17",,,1002,"",,,,2004-09-01 12:27:14
8309,"38558","17",,,1002,"",,,,2004-09-01 12:27:14
8310,"38558","17",150.9,174.21,1002,"1",,,,2004-09-01 12:27:15
8311,"38558","18",,,1001,"",,,,2004-09-01 12:27:15
8312,"38558","18",,,1002,"",,,,2004-09-01 12:27:16
8313,"38558","18",150.9,174.18,1002,"1",,,,2004-09-01 12:27:16
8314,"38558","7",,,1002,"",,,,2004-09-01 12:27:16
8315,"38558","7",,,1002,"",,,,2004-09-01 12:27:17
8316,"38558","7",150.9,174.12,1002,"1",,,,2004-09-01 12:27:17
8317,"38558","9",,,1002,"",,,,2004-09-01 12:27:18
8318,"38558","9",,,1002,"",,,,2004-09-01 12:27:18
8319,"38558","9",150.9,174.22,1003,"1",,,,2004-09-01 12:27:18
8320,"38558","13",,,1002,"",,,,2004-09-01 12:27:19
8321,"38558","13",,,1003,"",,,,2004-09-01 12:27:19
8322,"38558","13",150.9,174.21,1003,"1",,,,2004-09-01 12:27:20
8323,"38558","11",,,1003,"",,,,2004-09-01 12:27:20
8324,"38558","11",,,1003,"",,,,2004-09-01 12:27:20
8325,"38558","11",150.9,174.09,1003,"1",,,,2004-09-01 12:27:21
8326,"38558","15",,,1002,"",,,,2004-09-01 12:27:21
8327,"38558","15",,,1003,"",,,,2004-09-01 12:27:22
8328,"38558","15",150.9,174.18,1002,"1",,,,2004-09-01 12:27:22
8329,"38558","10",,,1002,"",,,,2004-09-01 12:27:22
8330,"38558","10",,,1002,"",,,,2004-09-01 12:27:23
8331,"38558","10",150.9,174.1,1003,"1",,,,2004-09-01 12:27:23
8332,"38558","1",,,1002,"",,,,2004-09-01 12:27:24
8333,"38558","1",,,1002,"",,,,2004-09-01 12:27:24
8334,"38558","1",150.9,174.14,1002,"1",,,,2004-09-01 12:27:24
8335,"38558","12",,,1003,"",,,,2004-09-01 12:27:25
8336,"38558","12",,,1002,"",,,,2004-09-01 12:27:25
8337,"38558","12",150.9,174.11,1002,"1",,,,2004-09-01 12:27:26
8338,"38558","14",,,1002,"",,,,2004-09-01 12:27:26
8339,"38558","14",,,1002,"",,,,2004-09-01 12:27:26
8340,"38558","14",150.9,174.11,1001,"1",,,,2004-09-01 12:27:27
8341,"38558","16",,,1003,"",,,,2004-09-01 12:27:27
8342,"38558","16",,,1002,"",,,,2004-09-01 12:27:28
8343,"38558","16",150.9,174.21,1003,"1",,,,2004-09-01 12:27:28
8344,"38558","4",,,1002,"",,,,2004-09-01 12:27:28
8345,"38558","4",,,1002,"",,,,2004-09-01 12:27:29
8346,"38558","4",150.9,174.02,1002,"1",,,,2004-09-01 12:27:29
8347,"38558","2",,,1002,"",,,,2004-09-01 12:27:30
8348,"38558","2",,,1002,"",,,,2004-09-01 12:27:30
8349,"38558","2",150.9,174.2,1002,"1",,,,2004-09-01 12:27:30
8350,"38558","5",,,1002,"",,,,2004-09-01 12:27:31
8351,"38558","5",,,1002,"",,,,2004-09-01 12:27:31
8352,"38558","5",150.9,174.17,1002,"1",,,,2004-09-01 12:27:32
8353,"38558","19",,,1002,"",,,,2004-09-01 12:27:32
8354,"38558","19",,,1002,"",,,,2004-09-01 12:27:32
8355,"38558","19",150.9,174.19,1002,"1",,,,2004-09-01 12:27:33
8356,"38558","20",,,1002,"",,,,2004-09-01 12:27:33
8357,"38558","20",,,1002,"",,,,2004-09-01 12:27:34
8358,"38558","20",150.9,174.21,1002,"1",,,,2004-09-01 12:27:34
8359,"38558","3",,,1002,"",,,,2004-09-01 12:27:34
8360,"38558","3",,,1002,"",,,,2004-09-01 12:27:35
8361,"38558","3",150.9,174.03,1003,"1",,,,2004-09-01 12:27:35
8362,"38542","",,,2405,"",,,,2004-09-01 12:27:36
8363,"38542","",,,2406,"",,,,2004-09-01 12:27:36
8364,"38542","",150.4,171,2405,"1",,,,2004-09-01 12:27:36
8365,"38542","",,,2403,"",,,,2004-09-01 12:27:37
8366,"38542","",,,2405,"",,,,2004-09-01 12:27:37
8367,"38542","",150.4,171.04,2405,"1",,,,2004-09-01 12:27:37
8368,"38542","",,,2406,"",,,,2004-09-01 12:27:38
8369,"38542","",,,2406,"",,,,2004-09-01 12:27:38
8370,"38542","",150.5,171.01,2406,"1",,,,2004-09-01 12:27:39
8371,"38542","",,,2406,"",,,,2004-09-01 12:27:39
8372,"38542","",,,2405,"",,,,2004-09-01 12:27:39
8373,"38542","",150.4,170.93,2406,"1",,,,2004-09-01 12:27:40
8374,"1","",,,,"",,,,2004-09-01 12:27:40
8375,"38520","",,,,"",1.365,,,2004-09-01 13:45:21
8376,"38520","",,,,"",1.385,8.35,,2004-09-01 13:45:29
8377,"38572","",,,,"",0.972,8,,2004-09-01 18:38:13
8378,"38578","",,,,"",0.977,8.54,,2004-09-01 18:41:39
8379,"38571","",,,,"",1.006,8.63,,2004-09-01 18:44:28
8380,"38570","",,,,"",1.035,8.35,,2004-09-01 18:47:11
8426,"1","2",,,,"",,,,2004-09-01 21:05:59
8427,"38570","2",,,1402,"",,,,2004-09-01 21:07:12
8428,"38570","2",,,1404,"",,,,2004-09-01 21:07:12
8429,"38570","2",76.4,90.62,1400,"1",,,,2004-09-01 21:07:13
8430,"38571","1",,,1203,"",,,,2004-09-01 21:07:13
8431,"38571","1",,,1203,"",,,,2004-09-01 21:07:13
8432,"38571","1",76.4,90.56,1203,"1",,,,2004-09-01 21:07:14
8433,"38571","2",,,1203,"",,,,2004-09-01 21:07:14
8434,"38571","2",,,1204,"",,,,2004-09-01 21:07:15
8435,"38571","2",76.4,90.58,1203,"1",,,,2004-09-01 21:07:15
8436,"38570","1",,,1403,"",,,,2004-09-01 21:07:16
8437,"38570","1",,,1403,"",,,,2004-09-01 21:07:16
8438,"38570","1",76.4,90.69,1403,"1",,,,2004-09-01 21:07:16
8439,"38572","2",,,1002,"",,,,2004-09-01 21:07:17
8440,"38572","2",,,1003,"",,,,2004-09-01 21:07:17
8441,"38572","2",76.4,90.66,1002,"1",,,,2004-09-01 21:07:18
8442,"38572","1",,,1002,"",,,,2004-09-01 21:07:18
8443,"38572","1",,,1003,"",,,,2004-09-01 21:07:18
8444,"38572","1",76.4,90.63,1003,"1",,,,2004-09-01 21:07:19
8445,"38578","1",,,3215,"",,,,2004-09-01 21:07:19
8446,"38578","1",,,3217,"",,,,2004-09-01 21:07:20
8447,"38578","1",76.4,90.82,3217,"1",,,,2004-09-01 21:07:20
8448,"38578","2",,,3216,"",,,,2004-09-01 21:07:20
8449,"38578","2",,,3217,"",,,,2004-09-01 21:07:21
8450,"38578","2",76.4,90.6,3214,"1",,,,2004-09-01 21:07:21
8451,"38569","1",,,3217,"",,,,2004-09-01 21:07:22
8452,"38569","1",,,3217,"",,,,2004-09-01 21:07:22
8453,"38569","1",77.3,101.39,3217,"1",,,,2004-09-01 21:07:23
8454,"38583","9",,,751,"",,,,2004-09-01 21:07:23
8455,"38583","9",,,751,"",,,,2004-09-01 21:07:23
8456,"38583","9",76.4,104.67,751,"1",,,,2004-09-01 21:07:24
8457,"38583","5",,,751,"",,,,2004-09-01 21:07:24
8458,"38583","5",,,750,"",,,,2004-09-01 21:07:25
8459,"38583","5",76.4,104.74,751,"1",,,,2004-09-01 21:07:25
8460,"38583","7",,,750,"",,,,2004-09-01 21:07:25
8461,"38583","7",,,751,"",,,,2004-09-01 21:07:26
8462,"38583","7",76.4,104.69,750,"1",,,,2004-09-01 21:07:26
8463,"38583","8",,,750,"",,,,2004-09-01 21:07:27
8464,"38583","8",,,750,"",,,,2004-09-01 21:07:27
